location,size,total_sqft,bath,price,bhk,price_per_sqft
KR Puram,2 BHK,1290.0,2.0,49.02,2,38000.0
"JP nagar 9th Phase, ",3 BHK,1531.0,3.0,72.0,3,47028.08621815807
Keshava Nagar,3 BHK,1839.0,3.0,165.0,3,89722.67536704731
Dollars Layout,4 Bedroom,4200.0,4.0,760.0,4,180952.38095238095
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,28878.571428571428
Electronic City,2 BHK,550.0,1.0,15.0,2,27272.727272727272
Whitefield,2 BHK,1140.0,2.0,39.0,2,34210.52631578947
Tumkur Road,3 BHK,1343.5,3.0,57.76,3,42992.18459248232
Banashankari Stage III,4 Bedroom,2000.0,4.0,100.0,4,50000.0
Kaval Byrasandra,2 BHK,1100.0,2.0,46.0,2,41818.181818181816
Vignana Nagar,2 BHK,1200.0,2.0,55.0,2,45833.333333333336
Bannerghatta,3 BHK,1618.0,3.0,68.0,3,42027.19406674907
Whitefield,4 BHK,2830.0,5.0,160.0,4,56537.102473498235
Uttarahalli,3 BHK,1315.0,2.0,74.0,3,56273.76425855514
Anandapura,2 BHK,1141.0,2.0,42.75,2,37467.13409290097
AECS Layout,2 BHK,1080.0,2.0,55.0,2,50925.92592592593
HBR Layout,2 BHK,1200.0,2.0,60.0,2,50000.0
Varthur,2 BHK,1111.0,2.0,41.88,2,37695.7695769577
NGR Layout,2 BHK,1022.0,2.0,45.9,2,44911.9373776908
Bannerghatta Road,2 BHK,1275.0,2.0,65.0,2,50980.39215686275
4th Block Jayanagar,2 BHK,900.0,2.0,70.0,2,77777.77777777778
Rachenahalli,2 BHK,1224.0,2.0,39.2,2,32026.143790849674
Battarahalli,2 BHK,1135.0,2.0,43.0,2,37885.46255506608
Rachenahalli,2 BHK,1050.0,2.0,52.1,2,49619.04761904762
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3,56026.05863192183
Nagavarapalya,2 BHK,1392.0,2.0,130.0,2,93390.80459770115
Bellandur,2 BHK,1050.0,2.0,72.0,2,68571.42857142857
Hosa Road,3 BHK,1513.0,3.0,103.0,3,68076.6688697951
Gottigere,3 BHK,1621.0,3.0,72.0,3,44417.02652683529
Bannerghatta Road,2 BHK,892.0,2.0,39.0,2,43721.973094170404
Whitefield,2 BHK,1205.0,2.0,40.0,2,33195.02074688797
Hebbal,3 BHK,1355.0,3.0,83.87,3,61896.67896678967
2nd Block Hrbr Layout,5 Bedroom,1250.0,5.0,300.0,5,240000.0
Kuvempu Nagar,7 Bedroom,1650.0,9.0,345.0,7,209090.9090909091
Karnataka Shabarimala,4 BHK,1200.0,6.0,70.0,4,58333.333333333336
Indira Nagar,2 BHK,1400.0,2.0,168.0,2,120000.0
Kengeri,2 BHK,726.0,2.0,35.0,2,48209.36639118457
Singena Agrahara,3 Bedroom,1500.0,3.0,149.0,3,99333.33333333333
Hebbal,4 BHK,3895.0,4.0,405.0,4,103979.46084724006
Horamavu Agara,2 BHK,1079.0,2.0,41.0,2,37998.146431881374
Begur Road,2 BHK,1170.0,2.0,46.0,2,39316.23931623931
Doddathoguru,2 BHK,1104.0,2.0,39.0,2,35326.086956521736
Kanakpura Road,2 BHK,950.0,2.0,45.0,2,47368.42105263158
Hormavu,4 Bedroom,4818.0,4.0,390.0,4,80946.45080946451
Canara Bank Colony,3 BHK,1650.0,2.0,52.0,3,31515.151515151516
Kogilu,3 BHK,1559.0,3.0,127.0,3,81462.4759461193
Hanumagiri,2 BHK,1100.0,2.0,38.0,2,34545.454545454544
Benson Town,3 BHK,1750.0,3.0,150.0,3,85714.28571428571
Ramagondanahalli,2 BHK,1215.0,2.0,45.5,2,37448.55967078189
Talaghattapura,3 BHK,1868.0,3.0,135.0,3,72269.80728051392
Electronic City,2 BHK,1130.0,2.0,32.63,2,28876.10619469027
Kanakpura Road,3 BHK,1570.0,3.0,64.5,3,41082.8025477707
Sarjapur  Road,3 BHK,1691.0,3.0,98.0,3,57953.873447664104
Ardendale,5 Bedroom,4355.0,3.0,350.0,5,80367.39380022962
Hulimavu,2 BHK,1225.0,2.0,55.0,2,44897.95918367347
JP Nagar,3 BHK,1690.0,3.0,112.0,3,66272.18934911242
Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,72637.51763046545
Kasturi Nagar,4 BHK,1896.0,3.0,125.0,4,65928.2700421941
Sonnenahalli,1 BHK,605.0,1.0,40.0,1,66115.70247933884
Begur Road,5 Bedroom,800.0,5.0,95.0,5,118750.0
Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,36111.11111111111
Cholanayakanahalli,1 Bedroom,750.0,2.0,50.0,1,66666.66666666667
Hoodi,3 Bedroom,780.0,3.0,62.0,3,79487.17948717948
Ananth Nagar,2 BHK,908.0,2.0,26.0,2,28634.361233480176
Sarjapur  Road,4 Bedroom,3416.5,6.0,143.0,4,41855.700278062344
Thanisandra,4 BHK,3216.0,4.0,226.0,4,70273.63184079602
BEML Layout,5 Bedroom,2400.0,4.0,225.0,5,93750.0
Iblur Village,2 BHK,1400.0,2.0,68.0,2,48571.42857142857
Kudlu,2 BHK,1092.0,2.0,44.0,2,40293.04029304029
Hulimavu,2 BHK,1255.0,2.0,74.0,2,58964.143426294824
Electronic City,3 BHK,1500.0,2.0,100.0,3,66666.66666666667
Thanisandra,2 BHK,1296.0,2.0,72.0,2,55555.555555555555
Horamavu Banaswadi,2 BHK,925.0,2.0,38.0,2,41081.08108108108
Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,42.0,2,41055.718475073314
Seshadripuram,2 BHK,600.0,3.0,75.0,2,125000.0
Thanisandra,2 BHK,1020.0,2.0,44.5,2,43627.450980392154
Choodasandra,3 BHK,1530.0,3.0,77.0,3,50326.797385620914
Gubbalala,3 BHK,1650.0,3.0,71.0,3,43030.30303030303
Vijaya Bank Layout,3 BHK,1605.0,2.0,85.0,3,52959.5015576324
Hosakerehalli,2 BHK,1925.0,2.0,50.0,2,25974.025974025975
Kogilu,2 BHK,1190.0,2.0,50.66,2,42571.42857142857
Jakkur,3 BHK,1374.0,3.0,68.0,3,49490.538573508005
6th Phase JP Nagar,2 BHK,1140.0,2.0,65.0,2,57017.54385964912
Green Glen Layout,3 BHK,1725.0,3.0,130.0,3,75362.31884057971
Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3,46511.62790697674
Kannamangala,3 BHK,1574.0,3.0,93.34,3,59301.143583227444
Sanjay nagar,1 BHK,965.0,1.0,32.0,1,33160.62176165803
Marathahalli,3 BHK,1550.0,3.0,83.0,3,53548.3870967742
Akshayanagara West,2 BHK,1205.0,2.0,60.0,2,49792.53112033195
Kambipura,3 BHK,1082.0,2.0,55.0,3,50831.79297597043
Uttarahalli,3 BHK,1215.0,2.0,52.85,3,43497.94238683127
Hebbal,4 BHK,2483.0,5.0,230.0,4,92629.88320579943
Prasanth Extension,2 Bedroom,1200.0,3.0,46.14,2,38450.0
Chikkathoguru,1 BHK,1500.0,1.0,19.5,1,13000.0
1st Block Koramangala,4 Bedroom,2360.0,4.0,600.0,4,254237.28813559323
Ardendale,4 BHK,3198.0,4.0,250.0,4,78173.85866166354
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3,41997.245179063364
Electronic City Phase II,3 BHK,1329.0,2.0,41.0,3,30850.263355906696
Doctors Layout,2 BHK,1125.0,2.0,44.0,2,39111.11111111111
Anand nagar,2 Bedroom,1200.0,2.0,70.0,2,58333.333333333336
Sarjapur  Road,3 BHK,1350.0,3.0,39.97,3,29607.40740740741
Uttarahalli,3 BHK,1312.5,3.0,51.19,3,39001.90476190476
Hebbal,3 BHK,2600.0,3.0,195.0,3,75000.0
West of Chord Road,2 Bedroom,1200.0,2.0,160.0,2,133333.33333333334
Electronic City Phase II,3 BHK,1220.0,3.0,35.23,3,28877.049180327867
Pai Layout,2 BHK,1255.0,2.0,80.0,2,63745.01992031872
Keshava Nagar,3 BHK,1904.0,3.0,155.0,3,81407.56302521008
Somasundara Palya,2 BHK,1329.0,2.0,70.0,2,52671.181339352894
Chandapura,2 Bedroom,1200.0,2.0,60.0,2,50000.0
Murugeshpalya,3 BHK,2135.0,3.0,160.0,3,74941.45199063233
Ramakrishnappa Layout,3 BHK,2770.0,4.0,315.0,3,113718.41155234657
"Hoodi Circle, ",1 BHK,813.0,1.0,39.0,1,47970.47970479705
Junnasandra,4 Bedroom,3884.0,4.0,240.0,4,61791.96704428424
Doddaballapur,3 Bedroom,3876.0,3.0,300.0,3,77399.38080495356
Kalena Agrahara,2 BHK,800.0,2.0,30.0,2,37500.0
Handenahalli,4 Bedroom,4750.0,2.0,120.0,4,25263.157894736843
Hormavu,3 BHK,1500.0,3.0,70.0,3,46666.666666666664
Bannerghatta Road,3 BHK,1880.0,3.0,95.0,3,50531.914893617024
Electronic City,3 BHK,1440.0,2.0,55.0,3,38194.444444444445
Akshaya Nagar,3 BHK,1575.0,3.0,90.0,3,57142.857142857145
Banagiri Nagar,3 BHK,1630.0,2.0,97.78,3,59987.73006134969
Yelahanka,3 BHK,1180.0,3.0,55.0,3,46610.16949152543
Nagadevanahalli,2 BHK,1090.0,2.0,36.0,2,33027.522935779816
NGR Layout,2 BHK,1020.0,2.0,48.45,2,47500.0
"Sarjapur Road, ",4 BHK,2425.0,4.0,173.0,4,71340.206185567
Varthur,2 BHK,1097.0,2.0,33.82,2,30829.53509571559
Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2,46728.97196261682
Kumaraswami Layout,2 BHK,1000.0,2.0,58.0,2,58000.0
Hoodi,8 Bedroom,1120.0,8.0,150.0,8,133928.57142857142
manyata tech park,2 BHK,1150.0,2.0,56.0,2,48695.65217391304
Frazer Town,3 BHK,1900.0,4.0,145.0,3,76315.78947368421
Divya Unnathi Layout,2 BHK,1141.0,2.0,49.0,2,42944.78527607362
Jigani,2 BHK,937.0,2.0,44.0,2,46958.37780149413
Green Glen Layout,2 BHK,1075.0,2.0,60.0,2,55813.95348837209
Panathur,2 BHK,1000.0,2.0,65.3,2,65300.0
Kasavanhalli,3 BHK,1450.0,3.0,77.41,3,53386.206896551725
Yelachenahalli,5 Bedroom,897.0,2.0,85.0,5,94760.3121516165
Ashwathnagar,2 BHK,936.0,2.0,43.0,2,45940.17094017094
Gopalkrishna Nagar,2 BHK,1280.0,2.0,75.0,2,58593.75
Babusapalaya,2 BHK,1050.0,2.0,45.0,2,42857.142857142855
Marathahalli,2 BHK,1350.0,2.0,86.0,2,63703.7037037037
Mallasandra,2 BHK,1325.0,2.0,70.0,2,52830.188679245286
Devanahalli,2 BHK,1174.0,2.0,59.0,2,50255.536626916524
Hosur Road,3 BHK,1890.0,3.0,162.0,3,85714.28571428571
Wilson Garden,1 BHK,735.0,1.0,75.0,1,102040.8163265306
Sarvabhouma Nagar,1 BHK,500.0,1.0,24.0,1,48000.0
Gottigere,3 BHK,1304.0,3.0,80.0,3,61349.69325153374
Yelahanka,3 BHK,1653.0,3.0,120.0,3,72595.28130671506
Bisuvanahalli,3 BHK,1075.0,2.0,52.0,3,48372.09302325582
7th Phase JP Nagar,2 BHK,1212.0,3.0,42.0,2,34653.46534653466
Hoysalanagar,2 BHK,1100.0,2.0,50.0,2,45454.545454545456
Rajaji Nagar,4 BHK,3436.0,6.0,500.0,4,145518.04423748545
SMV layout,3 Bedroom,1200.0,4.0,145.0,3,120833.33333333333
Billekahalli,2 BHK,1140.0,2.0,50.0,2,43859.649122807015
Roopena Agrahara,2 Bedroom,1200.0,2.0,100.0,2,83333.33333333333
Kudlu Gate,3 BHK,1532.0,3.0,83.0,3,54177.545691906
Doddaballapur,3 Bedroom,2776.0,4.0,195.0,3,70244.95677233429
Padmanabhanagar,3 BHK,1531.0,2.0,75.0,3,48987.58981058132
Poorna Pragna Layout,3 BHK,1270.0,2.0,50.79,3,39992.12598425197
Uttarahalli,2 BHK,1325.0,2.0,53.0,2,40000.0
CQAL LAYOUT C BLOCK,3 Bedroom,1200.0,3.0,160.0,3,133333.33333333334
Electronic City,3 BHK,1156.0,2.0,44.0,3,38062.28373702422
R.T. Nagar,4 Bedroom,2000.0,4.0,320.0,4,160000.0
Bannerghatta Road,2 BHK,1260.0,2.0,70.0,2,55555.555555555555
Vittasandra,2 BHK,1934.0,2.0,90.0,2,46535.67735263702
Malleshpalya,2 BHK,1060.0,2.0,40.0,2,37735.84905660377
Kasavanhalli,3 BHK,1476.0,3.0,95.0,3,64363.143631436316
Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,71729.95780590718
Channasandra Layout,3 BHK,1265.0,2.0,82.0,3,64822.134387351776
"Near Electronic City, ",4 BHK,3200.0,5.0,150.0,4,46875.0
Virat Nagar,2 BHK,1196.0,2.0,56.81,2,47500.0
EPIP Zone,2 BHK,1280.0,2.0,69.0,2,53906.25
Marathahalli,4 Bedroom,800.0,4.0,86.0,4,107500.0
Hulimavu,2 BHK,1175.0,2.0,45.0,2,38297.87234042553
Kacharakanahalli,3 BHK,1850.0,3.0,98.0,3,52972.97297297297
Indira Nagar,4 Bedroom,2400.0,4.0,525.0,4,218750.0
Whitefield,2 BHK,1195.0,2.0,70.0,2,58577.40585774059
Ulsoor,3 BHK,2000.0,3.0,185.0,3,92500.0
Veerannapalya,7 BHK,600.0,4.0,100.0,7,166666.66666666666
Hebbal Kempapura,4 Bedroom,800.0,5.0,155.0,4,193750.0
Hosur Road,2 BHK,1180.0,2.0,36.5,2,30932.20338983051
Jakkur,2 BHK,1050.0,2.0,49.87,2,47495.23809523809
Electronic City,3 BHK,1400.0,2.0,40.44,3,28885.714285714286
Bagalakunte,4 Bedroom,2360.0,4.0,150.0,4,63559.32203389831
Banashankari stage 2,2 BHK,1030.0,2.0,77.25,2,75000.0
Doddanakundi Industrial Area 2,2 BHK,1512.0,1.0,65.01,2,42996.03174603175
Subramanyapura,2 BHK,929.0,2.0,48.0,2,51668.46071044134
Jigani,3 BHK,1252.0,3.0,61.0,3,48722.04472843451
Green Glen Layout,3 BHK,1485.0,3.0,115.0,3,77441.07744107745
Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3,48932.38434163701
TC Palaya,6 Bedroom,2400.0,6.0,370.0,6,154166.66666666666
Indira Nagar,3 BHK,1407.0,3.0,120.0,3,85287.84648187633
Hennur Road,3 BHK,1482.0,2.0,97.0,3,65452.09176788124
Sector 7 HSR Layout,2 BHK,1163.0,2.0,98.86,2,85004.2992261393
Jalahalli,3 BHK,1570.0,3.0,140.0,3,89171.97452229299
Whitefield,3 BHK,3480.0,4.0,284.0,3,81609.19540229885
Chandapura,1 BHK,520.0,1.0,14.04,1,27000.0
OLd Gurappanapalya,3 BHK,2000.0,3.0,160.0,3,80000.0
Prithvi Layout,2 BHK,1352.0,2.0,75.0,2,55473.37278106509
Electronic City,2 BHK,1152.0,2.0,65.0,2,56423.61111111111
"ECC Road, Whitefield, ",3 BHK,1575.0,3.0,93.0,3,59047.619047619046
Hegde Nagar,3 BHK,1965.0,4.0,125.0,3,63613.23155216285
Ramanjaneyanagar,3 BHK,1300.0,2.0,70.0,3,53846.153846153844
Sarjapur  Road,4 Bedroom,1.0,4.0,120.0,4,120000000.0
Marathahalli,2 BHK,957.0,2.0,47.0,2,49111.807732497386
Hoskote,3 BHK,1740.0,3.0,60.0,3,34482.75862068965
Kanakpura Road,5 Bedroom,1080.0,6.0,65.0,5,60185.18518518518
Neeladri Nagar,2 BHK,1060.0,2.0,35.0,2,33018.8679245283
Chikkadunnasandra,2 BHK,975.0,2.0,50.0,2,51282.05128205128
Ramamurthy Nagar,2 BHK,1150.0,2.0,51.0,2,44347.82608695652
Whitefield,3 BHK,1738.0,2.0,79.0,3,45454.545454545456
Bommanahalli,3 BHK,1250.0,3.0,55.0,3,44000.0
Bannerghatta Road,3 BHK,1788.0,3.0,90.0,3,50335.57046979866
Kanakapura,2 BHK,1151.0,2.0,59.0,2,51259.774109470025
Uttarahalli,3 BHK,1300.0,2.0,60.0,3,46153.846153846156
Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,45913.04347826087
Akshya Nagar,2 BHK,1380.0,2.0,75.0,2,54347.82608695652
Hebbal,3 BHK,1645.0,3.0,117.0,3,71124.62006079027
Babusapalaya,2 BHK,1141.0,2.0,45.9,2,40227.87028921998
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.5,2,70212.76595744681
Banashankari Stage V,3 BHK,1355.0,2.0,61.0,3,45018.450184501846
Dasarahalli,2 BHK,1150.0,2.0,70.0,2,60869.565217391304
Indranagar  100ft road defence colony,5 BHK,5800.0,5.0,80.0,5,13793.103448275862
Canara Bank Colony,2 BHK,1000.0,2.0,45.0,2,45000.0
Balagere,2 BHK,1007.0,2.0,65.0,2,64548.16285998014
Wajid layout thanisandra,4 BHK,3000.0,5.0,100.0,4,33333.333333333336
Kothanur,3 BHK,1436.0,3.0,70.0,3,48746.51810584958
Marathahalli,4 BHK,4000.0,4.0,220.0,4,55000.0
Somasundara Palya,3 BHK,2372.0,3.0,140.0,3,59021.92242833052
R.T. Nagar,6 Bedroom,1500.0,6.0,240.0,6,160000.0
Rajaji Nagar,2 Bedroom,1200.0,2.0,150.0,2,125000.0
Rayasandra,2 BHK,1016.0,2.0,58.0,2,57086.61417322834
Dodda Nekkundi,2 BHK,1100.0,2.0,48.0,2,43636.36363636364
B Channasandra,2 BHK,1080.0,2.0,45.0,2,41666.666666666664
Electronic City,2 BHK,1070.0,2.0,60.0,2,56074.766355140186
Kadubeesanahalli,3 BHK,1532.0,3.0,115.0,3,75065.27415143602
Hennur,2 BHK,1040.0,2.0,42.12,2,40500.0
Laxmi Sagar Layout,3 Bedroom,3100.0,3.0,250.0,3,80645.16129032258
Tumkur Road,2 BHK,1137.5,2.0,48.905,2,42993.406593406595
Thanisandra,3 BHK,1430.0,2.0,51.6,3,36083.91608391608
Rajaji Nagar,2 Bedroom,1160.0,1.0,163.0,2,140517.24137931035
ITPL,4 BHK,3262.0,5.0,205.0,4,62844.88044144696
Achins Road,7 Bedroom,2100.0,7.0,410.0,7,195238.09523809524
Uvce Layout,2 BHK,1190.0,2.0,100.0,2,84033.61344537816
Panduranga Nagar,3 BHK,1827.0,3.0,100.0,3,54734.53749315818
HRBR Layout,2 BHK,1210.0,2.0,75.0,2,61983.47107438016
New Thippasandra,3 BHK,1500.0,3.0,95.0,3,63333.333333333336
Rachenahalli,2 BHK,1050.0,2.0,53.5,2,50952.380952380954
Hebbal,2 BHK,1251.0,2.0,88.73,2,70927.25819344525
HSR Layout,3 BHK,1600.0,2.0,115.0,3,71875.0
Electronic City,2 BHK,1128.0,2.0,65.5,2,58067.375886524824
Budigere,3 BHK,1820.0,3.0,93.0,3,51098.9010989011
Thigalarapalya,3 BHK,2072.0,4.0,159.0,3,76737.45173745173
Raja Rajeshwari Nagar,3 BHK,1510.0,2.0,59.0,3,39072.84768211921
Hoodi,3 BHK,1925.0,2.0,114.0,3,59220.77922077922
Hennur Road,3 Bedroom,2651.0,2.0,225.0,3,84873.63259147492
Thigalarapalya,3 BHK,2072.0,4.0,147.0,3,70945.94594594595
Kumaraswami Layout,2 BHK,1000.0,2.0,36.0,2,36000.0
KR Puram,3 Bedroom,1752.0,3.0,145.0,3,82762.55707762558
Sahakara Nagar,2 BHK,960.0,2.0,56.0,2,58333.333333333336
Gattigere,2 BHK,1180.0,2.0,63.0,2,53389.83050847457
Benson Town,3 BHK,2270.0,3.0,180.0,3,79295.15418502202
NRI Layout,2 Bedroom,650.0,2.0,59.0,2,90769.23076923077
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,62500.0
Bisuvanahalli,3 BHK,1180.0,2.0,46.0,3,38983.05084745763
Roopena Agrahara,3 BHK,1300.0,3.0,47.0,3,36153.846153846156
Bannerghatta Road,2 BHK,1157.0,2.0,40.0,2,34572.169403630076
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,53076.92307692308
Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,45210.727969348656
Hegde Nagar,3 BHK,2006.0,4.0,196.0,3,97706.87936191425
Jakkur,2 BHK,1290.0,2.0,80.0,2,62015.50387596899
Hoskote,2 BHK,1170.0,2.0,45.0,2,38461.53846153846
Cottonpet,4 Bedroom,971.0,2.0,135.0,4,139031.92584963955
Yelachenahalli,2 BHK,1400.0,2.0,78.0,2,55714.28571428572
Lakshminarayana Pura,2 BHK,1200.0,2.0,75.0,2,62500.0
Kamakshipalya,3 BHK,1155.0,2.0,60.0,3,51948.05194805195
Hormavu,3 BHK,1725.0,3.0,85.0,3,49275.362318840576
Kanakpura Road,2 BHK,700.0,2.0,40.0,2,57142.857142857145
Yemlur,4 Bedroom,7000.0,5.0,2050.0,4,292857.14285714284
Hoodi,2 BHK,1112.0,2.0,88.0,2,79136.69064748201
Somasundara Palya,2 BHK,1178.0,2.0,78.0,2,66213.92190152801
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2,63579.27786499215
Doddathoguru,2 BHK,915.0,2.0,32.0,2,34972.67759562842
6th Phase JP Nagar,8 Bedroom,1650.0,6.0,135.0,8,81818.18181818182
Hosur Road,1 BHK,760.0,1.0,21.28,1,28000.0
Maragondanahalli,3 BHK,1540.0,3.0,68.0,3,44155.844155844155
P&T Layout,2 BHK,1206.0,2.0,38.5,2,31923.714759535655
Basavanna Nagar,3 BHK,1645.0,3.0,95.0,3,57750.759878419456
Canara Bank Layout,4 Bedroom,1200.0,4.0,170.0,4,141666.66666666666
singapura paradise,4 Bedroom,1200.0,4.0,140.0,4,116666.66666666667
Nehru Nagar,4 BHK,2342.0,3.0,115.0,4,49103.33048676345
Kannur,3 BHK,1200.0,2.0,55.0,3,45833.333333333336
Yelenahalli,2 BHK,1056.0,2.0,33.0,2,31250.0
Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,225.0,8,46875.0
Kanakpura Road,3 BHK,1450.0,3.0,54.3,3,37448.275862068964
Thirumenahalli,2 BHK,1161.0,2.0,36.69,2,31602.067183462532
Dollars Colony,2 BHK,1097.0,2.0,65.0,2,59252.50683682771
Uttarahalli,2 BHK,850.0,2.0,35.0,2,41176.470588235294
Green Glen Layout,3 BHK,1715.0,3.0,115.0,3,67055.39358600583
Basavangudi,3 BHK,2300.0,3.0,317.0,3,137826.08695652173
Electronic City,2 BHK,1200.0,2.0,59.0,2,49166.666666666664
8th Phase JP Nagar,2 BHK,1080.0,2.0,38.0,2,35185.18518518518
Kasavanhalli,2 BHK,1200.0,2.0,50.3,2,41916.666666666664
4th Block Koramangala,4 Bedroom,2400.0,4.0,550.0,4,229166.66666666666
Banashankari,3 BHK,1400.0,2.0,78.0,3,55714.28571428572
Whitefield,4 Bedroom,1500.0,4.0,200.0,4,133333.33333333334
Kanakpura Road,1 BHK,458.0,1.0,19.695,1,43002.18340611354
Marathahalli,2 BHK,1230.0,2.0,57.0,2,46341.46341463415
Kalyan nagar,3 BHK,1640.0,3.0,88.0,3,53658.53658536585
Banashankari,3 BHK,1700.0,3.0,125.0,3,73529.41176470589
Bommasandra,3 BHK,1478.0,2.0,44.0,3,29769.959404600813
Defence Colony,4 BHK,6600.0,4.0,986.0,4,149393.9393939394
Banashankari,2 BHK,1020.0,2.0,40.79,2,39990.19607843137
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,125000.0
Yelahanka,3 BHK,1275.0,2.0,95.0,3,74509.80392156863
Cambridge Layout,4 Bedroom,1600.0,3.0,165.0,4,103125.0
Kanakapura,2 BHK,1110.0,2.0,38.85,2,35000.0
Uttarahalli,3 BHK,1627.86,3.0,88.0,3,54058.70283685329
Byagadadhenahalli,2 BHK,620.0,2.0,22.0,2,35483.87096774193
Whitefield,4 Bedroom,3004.0,4.0,285.0,4,94873.50199733689
Hosa Road,2 BHK,1133.0,2.0,52.0,2,45895.85172109444
Hennur Road,2 BHK,1182.0,2.0,82.5,2,69796.95431472082
Tumkur Road,3 BHK,1500.0,3.0,100.0,3,66666.66666666667
Hebbal Kempapura,4 BHK,3900.0,5.0,360.0,4,92307.69230769231
Marathahalli,2 BHK,1200.0,2.0,58.0,2,48333.333333333336
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,43253.54609929078
Jayanagar,2 BHK,900.0,2.0,110.0,2,122222.22222222222
Amruthahalli,2 BHK,1100.0,2.0,45.0,2,40909.09090909091
Kengeri Satellite Town,2 BHK,635.0,1.0,22.0,2,34645.669291338585
Ardendale,4 BHK,2062.0,3.0,140.0,4,67895.24733268672
Thanisandra,3 BHK,1874.0,4.0,130.0,3,69370.33084311633
Vidyaranyapura,4 Bedroom,600.0,3.0,78.0,4,130000.0
Old Madras Road,2 BHK,1171.0,2.0,75.0,2,64047.822374039286
Sarjapur,3 BHK,2020.0,3.0,85.0,3,42079.207920792076
8th Phase JP Nagar,2 BHK,1059.0,2.0,34.5,2,32577.903682719545
Panathur,3 BHK,1315.0,2.0,59.1,3,44942.96577946768
Jakkur,3 BHK,1760.0,3.0,110.0,3,62500.0
Sampangi Rama Nagar,2 Bedroom,1200.0,2.0,125.0,2,104166.66666666667
Hennur Road,3 BHK,1192.0,2.0,62.0,3,52013.42281879194
Hebbal,3 BHK,1645.0,3.0,121.0,3,73556.23100303952
Whitefield,2 BHK,1250.0,2.0,72.0,2,57600.0
Whitefield,1 BHK,709.0,1.0,34.385,1,48497.88434414669
Whitefield,2 BHK,1340.0,2.0,77.0,2,57462.68656716418
Cooke Town,3 BHK,2388.0,4.0,239.0,3,100083.75209380235
Hosa Road,2 BHK,1369.1,2.0,104.0,2,75962.31100723104
Jalahalli West,2 BHK,1355.0,2.0,75.0,2,55350.553505535056
Bannerghatta Road,2 BHK,1150.0,2.0,65.0,2,56521.739130434784
Kanakapura,3 BHK,1938.0,3.0,113.0,3,58307.53353973168
Begur Road,4 BHK,2462.0,4.0,124.0,4,50365.556458164094
Budigere,3 BHK,1636.0,3.0,85.0,3,51955.9902200489
Akshaya Nagar,3 BHK,1430.0,2.0,75.0,3,52447.55244755245
BEML Layout 5th stage,3 BHK,2000.0,3.0,85.0,3,42500.0
Electronic City Phase II,3 BHK,993.0,2.0,50.0,3,50352.467270896275
Laggere,4 Bedroom,1260.0,4.0,150.0,4,119047.61904761905
Kanakpura Road,3 BHK,1700.0,3.0,88.0,3,51764.705882352944
Yelahanka,2 BHK,1270.0,2.0,78.0,2,61417.32283464567
Anjanapura,3 Bedroom,1500.0,3.0,121.0,3,80666.66666666667
Koramangala,3 BHK,2300.0,3.0,290.0,3,126086.95652173914
Hunasamaranahalli,4 Bedroom,7500.0,4.0,900.0,4,120000.0
Marathahalli,3 BHK,1650.0,3.0,86.45,3,52393.93939393939
Panathur,2 BHK,1109.0,2.0,63.0,2,56807.93507664563
Pragathi Nagar,2 BHK,1280.0,2.0,49.75,2,38867.1875
Sarjapur,4 Bedroom,2885.0,3.0,185.0,4,64124.78336221837
Banashankari,9 Bedroom,1200.0,9.0,145.0,9,120833.33333333333
Devanahalli,3 Bedroom,1600.0,3.0,180.0,3,112500.0
Kothanur,3 BHK,1462.0,3.0,71.0,3,48563.61149110807
Marathahalli,1 BHK,607.0,1.0,35.0,1,57660.626029654035
Kammasandra,2 BHK,930.0,2.0,25.0,2,26881.720430107525
Varthur,4 Bedroom,4500.0,5.0,300.0,4,66666.66666666667
Sahakara Nagar,5 Bedroom,1200.0,5.0,160.0,5,133333.33333333334
Malleshwaram,3 BHK,2600.0,3.0,237.0,3,91153.84615384616
JP Nagar,4 BHK,3000.0,4.0,140.0,4,46666.666666666664
Electronic City Phase II,3 BHK,1418.0,3.0,52.47,3,37002.82087447109
Ramesh Nagar,2 Bedroom,4200.0,1.0,160.0,2,38095.23809523809
EPIP Zone,2 BHK,1125.0,2.0,65.0,2,57777.77777777778
CV Raman Nagar,3 BHK,1825.0,3.0,126.0,3,69041.09589041096
